Date,Open,High,Low,Close
18-March-2011,12531.07,12571.46,12346.37,12372.27,
21-March-2011,12428.29,12441.91,12308.01,12332.08,
22-March-2011,12409.24,12485.00,12375.84,12440.15,
23-March-2011,12431.83,12614.05,12431.83,12575.55,
24-March-2011,12634.79,12775.51,12634.79,12735.02,
25-March-2011,12795.36,13047.59,12795.36,13018.99,
28-March-2011,13036.85,13269.75,13036.85,13184.49,
29-March-2011,13185.39,13367.48,13153.96,13199.25,
30-March-2011,13236.53,13423.68,13236.53,13255.14,
31-March-2011,13284.89,13458.63,13200.69,13233.89,
1-April-2011,13312.52,13379.12,13270.34,13345.18,
4-April-2011,13369.53,13701.55,13327.95,13662.20,
5-April-2011,13701.62,13781.76,13589.40,13665.24,
6-April-2011,13652.53,13777.29,13624.75,13649.60,
7-April-2011,13656.98,13783.33,13603.96,13721.27,
8-April-2011,13752.90,13844.78,13621.76,13741.77,
11-April-2011,13706.31,13826.31,13572.27,13594.91,
13-April-2011,13546.80,13993.70,13492.84,13965.78,
15-April-2011,13917.01,14122.71,13839.54,13979.29,
18-April-2011,14026.26,14195.76,13661.85,13682.63,
19-April-2011,13656.32,13751.31,13519.52,13701.67,
20-April-2011,13802.65,13854.49,13632.78,13779.14,
21-April-2011,13822.15,13914.99,13608.14,13644.07,
25-April-2011,13599.37,13764.61,13599.37,13707.80,
26-April-2011,13736.11,13755.72,13486.30,13709.67,
27-April-2011,13757.84,13815.03,13527.74,13545.65,
28-April-2011,13600.72,13646.74,13382.62,13401.96,
29-April-2011,13428.62,13428.62,13012.15,13036.91,
2-May-2011,13136.98,13136.98,12882.64,13048.68,
3-May-2011,13042.97,13067.12,12686.89,12720.55,
4-May-2011,12743.02,12806.39,12669.32,12743.97,
5-May-2011,12784.06,12881.78,12553.48,12605.52,
6-May-2011,12656.19,12838.28,12656.19,12769.88,
