Date,Open,High,Low,Close
30-August-2007,11348.13,11385.60,11147.70,11297.31,
31-August-2007,11379.92,11591.53,11325.37,11565.81,
3-September-2007,11634.77,11697.35,11548.71,11637.94,
4-September-2007,11683.52,11762.47,11547.67,11578.57,
5-September-2007,11637.88,11722.07,11536.77,11598.59,
6-September-2007,11555.31,11711.20,11510.56,11687.04,
7-September-2007,11735.95,11803.48,11574.58,11609.08,
10-September-2007,11540.19,11664.78,11478.73,11606.05,
11-September-2007,11763.65,11826.19,11651.44,11772.22,
12-September-2007,11854.06,11995.70,11846.95,11918.28,
13-September-2007,11979.79,11993.33,11886.29,11924.63,
14-September-2007,11994.04,12154.54,11946.21,11979.96,
17-September-2007,12015.55,12097.17,11976.38,12011.58,
18-September-2007,12040.03,12105.31,11986.98,12085.12,
19-September-2007,12257.15,12579.68,12200.56,12546.34,
20-September-2007,12638.09,12795.17,12529.44,12723.31,
21-September-2007,12722.55,12941.69,12681.99,12812.76,
24-September-2007,12889.31,13074.30,12852.97,13030.47,
25-September-2007,13055.70,13202.28,12914.19,13080.83,
26-September-2007,13143.46,13226.86,13053.16,13085.64,
27-September-2007,13126.22,13566.26,13126.22,13502.60,
28-September-2007,13578.63,14081.97,13578.63,13945.39,
1-October-2007,14033.04,14052.71,13846.62,13899.77,
3-October-2007,14017.37,14343.60,13712.82,14161.52,
4-October-2007,14117.19,14442.67,13995.32,14384.87,
5-October-2007,14471.35,14593.70,14015.43,14122.36,
8-October-2007,14224.65,14278.65,13343.17,13589.61,
9-October-2007,13500.97,14119.26,13304.94,14080.93,
10-October-2007,14058.48,14504.26,14058.48,14443.52,
11-October-2007,14474.85,14900.65,14435.35,14832.64,
12-October-2007,14802.45,15270.86,14743.73,14841.44,
15-October-2007,14985.64,16254.67,14985.64,16200.18,
16-October-2007,16212.97,16459.56,15796.62,16156.67,
17-October-2007,15040.99,16005.32,14450.66,15719.80,
18-October-2007,15880.62,16375.93,14787.16,15029.82,
19-October-2007,15154.18,15154.18,14098.28,14480.00,
22-October-2007,14030.79,14677.39,13962.00,14432.72,
23-October-2007,14774.49,15451.64,14759.34,15392.29,
24-October-2007,15690.81,15938.83,15458.36,15772.94,
25-October-2007,15797.45,16537.93,15750.65,16424.52,
26-October-2007,16639.29,17117.94,16304.67,16744.56,
29-October-2007,17175.44,17503.91,17079.30,17189.74,
30-October-2007,17300.62,17701.92,17049.63,17302.22,
31-October-2007,17391.95,18069.19,17283.74,17884.93,
1-November-2007,18265.53,18547.45,17400.74,17582.54,
2-November-2007,17132.94,17768.56,16978.05,17693.66,
5-November-2007,17626.63,17918.39,17339.81,17401.69,
6-November-2007,17514.23,17949.96,17112.45,17206.06,
7-November-2007,17536.88,17665.57,17116.15,17367.72,
8-November-2007,17080.67,17253.61,16670.65,17049.52,
9-November-2007,17235.38,17361.19,16659.91,16864.22,
12-November-2007,16495.19,16816.31,15989.39,16766.06,
13-November-2007,16798.45,17211.29,16656.49,17046.73,
14-November-2007,17435.77,17790.58,17435.77,17756.03,
15-November-2007,17930.81,18118.11,17675.90,17739.89,
16-November-2007,17544.18,17875.16,17178.81,17498.20,
19-November-2007,17669.28,17850.85,17596.72,17668.86,
20-November-2007,17549.72,17949.28,17210.51,17310.69,
21-November-2007,17312.76,17426.41,16084.99,16253.59,
22-November-2007,16465.65,16485.90,15450.90,16045.12,
23-November-2007,16298.73,16665.53,16147.83,16594.08,
26-November-2007,17117.92,17660.36,16887.81,17524.54,
27-November-2007,17575.52,17642.79,17244.41,17344.05,
28-November-2007,17533.80,17552.69,16824.37,16976.36,
29-November-2007,17379.64,17412.39,16816.60,16872.32,
30-November-2007,17107.61,17775.21,17107.61,17730.53,
3-December-2007,17976.35,18334.88,17962.74,18281.24,
4-December-2007,18444.76,18916.02,18387.51,18869.28,
5-December-2007,18981.26,19107.53,18719.91,19044.22,
6-December-2007,19362.09,19419.47,18810.56,18921.21,
7-December-2007,19254.76,19295.06,18427.73,18738.08,
10-December-2007,18887.99,18887.99,18583.49,18701.84,
11-December-2007,18889.03,19204.21,18825.44,19054.59,
12-December-2007,18802.25,19668.26,18759.44,19629.07,
13-December-2007,19767.96,20039.17,19652.38,19767.72,
14-December-2007,19859.93,19998.54,19666.32,19763.00,
17-December-2007,19810.73,19810.73,18160.51,18324.50,
18-December-2007,18394.36,18461.87,17878.63,18077.63,
19-December-2007,18326.51,18615.96,17804.69,18202.10,
20-December-2007,18312.24,18568.09,18132.35,18273.00,
24-December-2007,18442.65,18870.92,18442.65,18820.79,
26-December-2007,18995.48,19402.93,18980.16,19291.34,
27-December-2007,19431.89,19601.95,19322.13,19467.11,
28-December-2007,19413.93,19963.71,19336.16,19948.45,
31-December-2007,20122.70,20228.90,19947.91,20020.22,
1-January-2008,20107.94,20263.96,19961.93,20061.49,
2-January-2008,20139.05,20200.26,19774.35,20160.85,
